PIT TAG,DATE,Time,RESEARCHER,RECAP,CAUGHT 2021,SPECIES,WEATHER,CLOUD COV,AIR TEMP,GROUND TEMP,DET,BEHAVIOUR,MACRO HAB,MICRO HAB,LOCATION,Easting,Northing,DEN,PILLOW,SVL,S+B,BAG,MASS,SEX,AGE CLASS,REPRO,OVA COUNT,DIST BUI,DIST RD,DIR BUI,DIR RD,RELOC,REL TIME,REL DAY,REL LOC,DAY CAP,RATTLE,FOOD,POOP,DEMEANOR,COMMENTS
982091065199870,05-11-2021,11:00,"CRH, MC",NO,NO,RATTLE,SUN,5,21.2,21.6,SIGHT,MOVING,TALUS/ROCK OUTCROP,ON GRASS,RC DEN,322479,5435557,RC DEN,PAISLEY,45.6,153,86,67,M,JUVENILE,NA,NA,700,740,SW,SW,NO,11:09,05-11-2021,SAME AS CAPTURE,0,1+B,NO,NO,,
982091065199785,05-11-2021,12:54,"CRH, MC",NO,NO,GOPHER,SUN,5,24.5,19.2,SIGHT,STRETCHED,GRASSLAND,ALONG SNAKE FENCE,NORTH SNAKE FENCE NEAR CENTRE,321967,5434898,NA,PAISLEY,94.2,314,86,228,M,ADULT,NA,NA,140,55,SE,S,YES,13:02,05-11-2021,15M NORTH OF CAPTURE,0,NA,NO,NO,CALM,
982091065199871,05-11-2021,11:37,GERALD,NO,NO,GOPHER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SIGHT,UNKNOWN,ROAD,UNKNOWN,VALLEYVIEW ROAD,,,NA,PAISLEY,84.7,175,86,89,M,ADULT,NA,NA,,,,,YES,13:30,05-12-2021,NEAR PINE BRIDGE,1,NA,NO,NO,CALM,
982091065199872,05-13-2021,9:54,"CRH, AAW",NO,NO,RATTLE,SUN,15,19.4,18.2,SIGHT,MOVING,GOLF COURSE,ALONG SNAKE FENCE,"SOUTH SNAKE FENCE ALONG VINEYARD, 20M FROM ROAD",322423,5434487,NA,PAISLEY,46.7,154,86,68,M,JUVENILE,NA,NA,180,20,NW,S,YES,10:04,05-13-2021,20M WEST OF CAPTURE,0,1+B,NO,YES,,
982091065199810,05-13-2021,10:30,MC,NO,NO,RACER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SIGHT,MOVING,CAMPGROUND,UNKNOWN,CAMPGROUND SITE 1,,,NA,PAISLEY,52.5,144,86,58,F,SUB ADULT,NON GRAVID,NA,,,,,YES,11:09,05-13-2021,NEAR PINE BRIDGE,0,NA,YES,YES,CALM,
989001006650756,05-13-2021,10:30,MC,YES,NO,RACER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SIGHT,MOVING,CAMPGROUND,IN TRAILER,CAMPGROUND SITE 1 IN TRAILER,,,NA,PAISLEY,59.8,158,86,72,F,ADULT,NON GRAVID,NA,,,,,YES,11:15,05-13-2021,NEAR PINE BRIDGE,0,NA,NO,YES,CALM,BROUGHT IN BY MAX'S CAT - SEEMS FINE THOUGH
900254000913309,05-13-2021,11:29,"CRH, AAW",YES,NO,RACER,SUN,10,23.1,16.7,SIGHT,MOVING,GRASSLAND,ALONG SNAKE FENCE,NORTH SNAKE FENCE BELOW STATUE,321959,5434889,NA,PAISLEY,62.1,161,86,75,M,ADULT,NA,NA,130,45,SE,S,YES,11:33,05-13-2021,10M NORTH OF CAPTURE,0,NA,NO,NO,STRIKING,
982126057821649,05-13-2021,11:55,"CRH, AAW",YES,YES,GOPHER,SUN,15,22.6,16.3,SIGHT,STRETCHED,GRASSLAND,ALONG SNAKE FENCE,NORTH SNAKE FENCE ABOVE CAMPGROUND OFFICE,321660,5434748,NA,PAISLEY,102.9,352,86,266,F,ADULT,NON GRAVID,NA,110,120,S,S,YES,12:01,05-13-2021,10M EAST OF CAPTURE,0,NA,NO,NO,CALM,CAUGHT THIS YEAR 05-06-2021 IN CAMPGROUND (SITE 122)
982126057821463,05-13-2021,12:07,"CRH, AAW",YES,NO,RACER,SUN/WIND,15,22.6,16.3,SIGHT,MOVING,GRASSLAND,ALONG SNAKE FENCE,NORTH SNAKE FENCE ABOVE CAMPGROUND,321586,5434821,NA,PAISLEY,53.8,136,86,50,M,SUB ADULT,NA,NA,120,125,SW,SW,YES,12:12,05-13-2021,10M EAST OF CAPTURE,0,NA,NO,NO,STRIKING,
982091062751595,05-13-2021,12:20,"CRH, AAW",YES,NO,GOPHER,SUN,10,24.4,20.8,SIGHT,STRETCHED,GRASSLAND,ALONG SNAKE FENCE,NORTH SNAKE FENCE 20M NORTH OF REFUGIA 3,321558,5434873,NA,PAISLEY,86.4,244,86,158,M,ADULT,NA,NA,110,90,W,W,YES,12:24,05-13-2021,10M EAST OF CAPTURE,0,NA,NO,NO,CALM,
NA,05-13-2021,12:31,"CRH, AAW",NO,NO,RACER,SUN,10,24.4,20.8,SIGHT,MATING,GRASSLAND,ALONG SNAKE FENCE,NORTH SNAKE FENCE ABOVE CAMPGROUND,321511,5434967,NA,NA,NA,NA,NA,NA,NA,ADULT,NA,NA,45,60,W,W,NO,NA,NA,NA,0,NA,NA,NA,,2 RACERS MATING ALONG NORTH SNAKE FENCE - DIDN'T PROCESS (SCANNED BUT NO TAG)
989001006650719,05-13-2021,12:48,"CRH, AAW",YES,NO,RACER,SUN,10,24.4,20.8,SIGHT,MOVING,GRASSLAND,ALONG SNAKE FENCE,NORTH SNAKE FENCE ABOVE NORTH END OF CAMPGROUND,321360,5435377,NA,PAISLEY,56.7,154,86,68,M,ADULT,NA,NA,50,50,W,W,YES,12:53,05-13-2021,10M EAST OF CAPTURE,0,NA,YES,YES,STRIKING,
989001006782061,05-13-2021,15:05,"CRH, AAW",YES,NO,RATTLE,SUN,5,31.9,25.3,SIGHT,COILED,TALUS,IN ROCKS,DEN 27,320852,5437481,DEN 27,PAISLEY,55.3,186,86,100,F,ADULT,NON GRAVID,NA,1630,1630,W,W,NO,15:11,05-13-2021,SAME AS CAPTURE,0,"5 BROKEN, 1 SHED SINCE 2020",NO,NO,,COILED WITH FRANK (TELEMETRY SNAKE)
982091065199791,05-14-2021,13:06,"CRH, AAW",NO,NO,RATTLE,SUN,5,28.8,28.2,SOUND,MOVING,SHRUB STEPPE,IN GRASS,GULLY NEAR 6TH HOLE,322602,5435087,NA,PAISLEY,59.9,215,86,129,F,ADULT,NON GRAVID,NA,230,215,S,S,NO,13:12,05-14-2021,SAME AS CAPTURE,0,3 BROKEN,NO,NO,,
982091065199777,05-14-2021,13:23,"CRH, AAW",NO,NO,GOPHER,SUN,5,28.8,28.2,SIGHT,MOVING,GOLF COURSE,IN ANTELOPE BRUSH,"6TH FAREWAY NORTH EDGE, HALFWAY UP",322482,5434951,NA,PAISLEY,102,363,86,277,M,ADULT,NA,NA,195,185,SE,SE,YES,13:34,05-14-2021,SAME AS CAPTURE,0,NA,NO,NO,CALM,
982091065199841,05-14-2021,12:02,CASEY,NO,NO,GOPHER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SIGHT,UNKNOWN,CAMPGROUND,PUMP STATION,CAMPGROUND PUMP STATION 2,,,NA,PAISLEY,96.8,317,86,231,F,ADULT,NON GRAVID,NA,,,,,YES,12:00,05-17-2021,NEAR PINE BRIDGE,3,NA,NO,NO,CALM,
989001006650703,05-15-2021,10:12,FRED,YES,YES,RATTLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,STABLES,UNKNOWN,HORSE TRAIL (STABLES),,,NA,PAISLEY,69.9,378,86,292,M,ADULT,NA,NA,,,,,YES,12:00,05-17-2021,NEAR PINE BRIDGE,2,"5 BROKEN, NO SHED SINCE APRIL",NO,NO,,CAUGHT THIS YEAR 04-23-2021 AT RC DEN
982091065199860,05-15-2021,19:42,CASEY,NO,NO,RATTLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CAMPGROUND,UNKNOWN,CAMPGROUND SITE 25,,,NA,PAISLEY,27.9,98,86,12,F,NEONATE,NON GRAVID,NA,,,,,YES,12:00,05-17-2021,NEAR PINE BRIDGE,2,BUTTON,NO,NO,,
471E4C7926,05-17-2021,10:00,JOHN,YES,YES,RATTLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CULTURAL CENTRE,ON PATH,HANDICAPPED RAMPIN FRONT OF CULTURAL CENTRE,,,NA,PAISLEY,83.7,394,86,308,M,ADULT,NA,NA,,,,,YES,12:00,05-17-2021,NEAR PINE BRIDGE,0,"9 BROKEN, NO SHED SINCE APRIL",NO,NO,,CAUGHT THIS YEAR 04-06-2021 AT DEN 6
982091065199838,05-17-2021,10:25,JOHN,NO,NO,GOPHER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SIGHT,UNKNOWN,CULTURAL CENTRE,ON PATH,HANDICAPPED RAMPIN FRONT OF CULTURAL CENTRE,,,NA,PAISLEY,78.7,208,86,122,F,SUB ADULT,NON GRAVID,NA,,,,,YES,12:00,05-17-2021,NEAR PINE BRIDGE,0,NA,NO,NO,CALM,
0A13677552,05-17-2021,16:00,JOHN,YES,NO,RATTLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,RESORT,UNKNOWN,SPIRIT RIDGE,,,NA,PAISLEY,67,271,86,185,F,ADULT,NON GRAVID,NA,,,,,YES,18:30,05-17-2021,NEAR PINE BRIDGE,0,"5 BROKEN, 1 SHED SINCE 2020",NO,NO,,
989001006782009,05-21-2021,10:25,"CRH, AAW",YES,NO,RATTLE,SUN/CLOUD,50,17,17.3,SIGHT,COILED,SHRUB STEPPE/TALUS,ON GRASS,HILLSIDE BELOW DEN 6 SAT,322930,5435254,NA,BEIGE,54.1,214,84,130,F,ADULT,GRAVID,2,450,450,SW,SW,NO,10:30,05-21-2021,SAME AS CAPTURE,0,"5 BROKEN, 3 SHEDS SINCE 2018",NO,NO,,FIRST TIME GRAVID?
982091065199806,05-21-2021,13:40,FRED,NO,NO,GOPHER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SIGHT,UNKNOWN,CAMPGROUND,UNKNOWN,SPIRIT RIDGE STATUE,,,NA,50,93.3,357,121,236,M,ADULT,NA,NA,,,,,YES,9:05,05-22-2021,NEAR PINE BRIDGE,1,NA,NO,NO,CALM,
989001006782066,05-22-2021,11:45,CASEY,YES,YES,GOPHER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SIGHT,UNKNOWN,CAMPGROUND,UNKNOWN,CAMPGROUND IN CANTINA ROCKS,321468,5434731,NA,50,100.4,502,121,381,M,ADULT,NA,NA,20,<5,SE,E,YES,9:20,05-25-2021,NEAR PINE BRIDGE,3,NA,2 BIRD EGGS,NO,CALM,"CAUGHT THIS YEAR 04-29-2021 IN CANTINA ROCKS, AND 05-05-2021 IN CANTINA ROCKS"
982091065199873,05-23-2021,17:35,CASEY,YES,YES,GOPHER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SIGHT,UNKNOWN,CAMPGROUND,UNKNOWN,CAMPGROUND CANTINA ROAD,321468,5434731,NA,61,98.9,298,74,224,F,ADULT,NON GRAVID,NA,20,<5,SE,E,YES,9:20,05-25-2021,NEAR PINE BRIDGE,2,NA,NO,NO,CALM,CAUGHT THIS YEAR 05-04-2021 IN CANTINA ROCKS
4C3C174412,05-25-2021,19:15,MC,YES,NO,RATTLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SIGHT,UNKNOWN,CAMPGROUND,UNKNOWN,CAMPGROUND WALKING PATH,,,NA,50,62.2,311,121,190,F,ADULT,NON GRAVID,NA,,,,,YES,9:30,05-26-2021,NEAR PINE BRIDGE,1,0 SEGMENTS (LIVE SEGMENT ONLY),NO,NO,,NO PAINT
982091065199841,05-25-2021,15:50,CASEY,YES,YES,GOPHER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SIGHT,UNKNOWN,CAMPGROUND,UNKNOWN,CAMPGROUND SITE 123,,,NA,61,NA,321,74,247,F,ADULT,NON GRAVID,NA,,,,,YES,9:30,05-26-2021,NEAR PINE BRIDGE,1,CAUGHT THIS YEAR 05-14-2021 AT CAMPGROUND PUMP STATION; DIDN'T RE-MEASURE SVL (CAUGHT VERY RECENTLY),,,,
982091062751167,05-25-2021,19:00,MC,YES,NO,GOPHER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SIGHT,UNKNOWN,CAMPGROUND,UNKNOWN,CAMPGROUND WALKING PATH,,,NA,BEIGE,86.3,254,84,170,M,ADULT,NA,NA,,,,,YES,9:30,05-26-2021,NEAR PINE BRIDGE,1,NA,NO,NO,CALM,
4462123422,05-26-2021,10:12,"CRH, AAW, KFM",YES,YES,RATTLE,SUN/CLOUD,40,21.3,23.4,SOUND,MOVING,GRASSLAND,ALONG SNAKE FENCE,NORTH SNAKE FENCE (OUTSIDE) ABOVE CAMPGROUND,321487,5435175,NA,BEIGE,67.9,407,84,323,F,ADULT,GRAVID,5,85,75,W,W,YES,10:16,05-26-2021,15M EAST OF CAPTURE ON INSIDE OF FENCE,0,"8 BROKEN, NO SHED SINCE APRIL 2021",NO,NO,,CAUGHT THIS YEAR 04-02-2021 AT RC DEN
900254001832773,05-26-2021,10:24,"CRH, AAW, KFM",YES,YES,RATTLE,SUN/CLOUD,40,21.3,23.4,SIGHT,MOVING,GRASSLAND,ALONG SNAKE FENCE,NORTH SNAKE FENCE AT CORNER WITH BIG PINE,321449,5435237,NA,BEIGE,75.3,371,84,287,M,ADULT,NA,NA,75,60,W,W,YES,10:29,05-26-2021,15M NORTH OF CAPTURE,0,"8 BROKEN, NO SHED SINCE APRIL 2021",NO,NO,,CAUGHT THIS YEAR 04-06-2021 AT DEN 8
982091065199875,05-26-2021,10:54,"CRH, AAW, KFM",NO,NO,RACER,SUN,10,21.3,23.4,SIGHT,MOVING,GRASSLAND,ALONG SNAKE FENCE,NORTH SNAKE FENCE AT NORTH END,321215,5435565,NA,BEIGE,48.6,NA,NA,NA,M,SUB ADULT,NA,NA,80,40,S,SW,YES,11:03,05-26-2021,15M EAST OF CAPTURE,0,NA,YES,NO,CALM,FORGOT TO WRITE DOWN WEIGHT
982091065199793,05-26-2021,16:01,"CRH, AAW, KFM",NO,NO,RATTLE,SUN/CLOUD,90,29.2,34.6,SIGHT,MOVING,GOLF COURSE/SHRUB STEPPE,ON GRASS/DIRT,20M NORTH OF 7TH TEE PATH,322674,5435104,NA,BEIGE,29.1,95,84,11,M,NEONATE,NA,NA,240,220,S,S,NO,16:09,05-26-2021,SAME AS CAPTURE,0,BUTTON,YES,NO,,
982091065199789,05-27-2021,14:51,"CRH, AAW",NO,NO,RATTLE,LIGHT RAIN,100,18.5,19.8,SIGHT,COILED,SHRUB STEPPE,UNDER BALSAMROOT,125M SOUTHEAST OF DEN 4,323175,5435203,NA,BEIGE,28.3,98,84,14,M,NEONATE,NA,NA,550,550,SW,SW,NO,15:05,05-27-2021,SAME AS CAPTURE,0,BUTTON,NO,NO,,
982091065199865,05-28-2021,11:00,JASON,NO,NO,GOPHER,CLOUD,95,UNKNOWN,UNKNOWN,SIGHT,UNKNOWN,RESORT,FOUNTAIN,SPIRIT RIDGE FOUNTAIN,,,NA,BEIGE,37.8,98,84,14,M,NEONATE,NA,NA,,,,,YES,11:30,05-28-2021,NEAR PINE BRIDGE,0,NA,NO,NO,CALM,
982091065199849,05-28-2021,13:10,"CRH, AAW",NO,NO,RATTLE,CLOUD,100,21.8,21.1,SIGHT,MOVING,TALUS,ON DIRT/LEAF LITTER,DEN 27,320852,5437481,DEN 27,BEIGE,25.4,94,84,10,M,NEONATE,NA,NA,1630,1630,W,W,NO,13:21,05-28-2021,SAME AS CAPTURE,0,BUTTON,NO,YES,,
982091065199816,05-28-2021,14:37,"CRH, AAW",NO,NO,RATTLE,CLOUD,85,23.2,30.1,SIGHT,COILED,GRASSLAND,ALONG SNAKE FENCE,NORTH SNAKE FENCE ON BIG HILL,321356,5435385,NA,BEIGE,27.2,94,84,10,M,NEONATE,NA,NA,70,50,SW,SW,YES,14:44,05-28-2021,20M EAST OF CAPTURE,0,BUTTON,NO,YES,,
982091065199805,05-28-2021,14:59,"CRH, AAW",NO,NO,GOPHER,CLOUD,70,23.2,30.1,SIGHT,STRETCHED,GRASSLAND,ALONG SNAKE FENCE,NORTH SNAKE FENCE ABOVE CAMPGROUND,321507,5435057,NA,BEIGE,80.5,246,84,162,M,ADULT,NA,NA,70,55,W,W,YES,15:09,05-28-2021,15M EAST OF CAPTURE,0,NA,NO,NO,,BODY TEMP 27.2
989001006650736,06-01-2021,8:07,"CRH, AAW, MC",YES,NO,RACER,SUN,5,23.8,21.1,SIGHT,MOVING,GRASSLAND,ALONG SNAKE FENCE,NORTH SNAKE FENCE ABOVE CAMPGROUND,321503,5435091,NA,BEIGE,68,174,84,90,F,ADULT,NON GRAVID,NA,75,60,W,W,YES,8:12,05-28-2021,15M EAST OF CAPTURE,0,NA,NO,NO,STRIKING,
982091065199662,06-01-2021,8:32,"CRH, AAW, MC",NO,NO,GOPHER,SUN,10,28.8,28.1,SIGHT,MOVING,GRASSLAND,ON SAND,NORTH DESERT ON WEST SAND PATH,321136,5435722,NA,BEIGE,35.7,96,84,12,F,NEONATE,NON GRAVID,NA,250,100,S,SW,NO,8:45,06-01-2021,SAME AS CAPTURE,0,NA,NO,NO,STRIKING,
982091065199617,06-01-2021,12:25,"CRH, AAW, MC",NO,NO,RATTLE,SUN,0,34.6,37.3,SOUND,HIDING,TALUS/SHRUB STEPPE,UNDER ROCK,45M WEST OF DEN 25,320438,5436663,NA,PAISLEY,63.4,296,86,210,F,ADULT,GRAVID,4,1335,1250,NW,NW,NO,12:36,06-01-2021,SAME AS CAPTURE,0,7 BROKEN,NO,NO,,
982091065199641,06-01-2021,13:24,"CRH, AAW, MC",NO,NO,RATTLE,SUN,0,38.5,33.4,SIGHT,COILED,TALUS/SHRUB STEPPE,ON SAND UNDER ROCK,75M SOUTH OF DEN 7,321678,5435938,NA,PAISLEY,59.8,286,86,200,F,ADULT,GRAVID,5,685,675,SW,SW,NO,13:33,06-01-2021,SAME AS CAPTURE,0,8 BROKEN,NO,NO,,
982091065199624,06-02-2021,7:36,"CRH, AAW",NO,NO,RATTLE,DAWN/SUN,0,18,14.1,SOUND,MOVING,GRASSLAND,ON DIRT/GRASS,40M OFF NORTH SIDE OF 6TH FAREWAY,322543,5435090,NA,PAISLEY,36.2,116,87,29,F,JUVENILE,NON GRAVID,NA,250,240,SE,SE,NO,8:10,06-03-2021,SAME AS CAPTURE,2,1+B,NO,NO,,"KEPT FOR TRANSMITTER - ""MISS LEMON"" - 151.560"
989001006782101,06-01-2021,9:35,"CRH, AAW",YES,YES,RATTLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CAMPGROUND,UNKNOWN,CAMPGROUND SITE 166,,,NA,BEIGE,71.7,303,84,219,F,ADULT,NON GRAVID,NA,,,,,YES,14:20,06-02-2021,NEAR PINE BRIDGE,1,"9 BROKEN, NO SHED SINCE APRIL",NO,YES,,"2018 TELEMETRY SNAKE, NYX - CAUGHT THIS YEAR 04-05-2021 AT DEN 5"
982091065199632,06-03-2021,8:12,"CRH, AAW",NO,NO,RATTLE,SUN,0,26.5,25.2,SOUND,MOVING,GRASSLAND,IN ANTELOPE BRUSH,HIGH DESERT ON VILLAGE TRAPPING GRID,321754,5435314,NA,PAISLEY,50.6,198,87,111,M,SUB ADULT,NA,NA,390,370,W,W,NO,8:20,06-03-2021,SAME AS CAPTURE,0,2+B,YES,NO,,
982091065198601,06-03-2021,15:30,JOHN,NO,NO,RATTLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,RESORT,UNKNOWN,FRONT DOOR OF NK'MIP CELLARS,,,NA,PAISLEY,26,99,87,12,F,NEONATE,NON GRAVID,NA,,,,,YES,7:45,06-04-2021,NEAR PINE BRIDGE,1,BUTTON,NO,NO,,
0A180D5F7F,06-04-2021,8:30,"CRH, RR",YES,YES,RATTLE,SUN,0,22.3,19.1,SIGHT,HIDING,SHRUB STEPPE,UNDER ROCK,LILY'S ROOKERY,322721,5435202,NA,BEIGE,65,326,84,242,F,ADULT,GRAVID,4,330,345,S,S,NO,8:40,06-04-2021,SAME AS CAPTURE,0,"5 BROKEN, NO SHED SINCE APRIL",NO,NO,,CAUGHT THIS YEAR 04-14-2021 AT DEN 6
4C3C072C42,06-04-2021,8:30,"CRH, RR",YES,YES,RATTLE,SUN,0,22.3,19.1,SIGHT,HIDING,SHRUB STEPPE,UNDER ROCK,LILY'S ROOKERY,322721,5435202,NA,BEIGE,63.5,337,84,253,F,ADULT,GRAVID,4,330,345,S,S,NO,8:45,06-04-2021,SAME AS CAPTURE,0,"7 BROKEN, NO SHED SINCE APRIL",NO,NO,,"CAUGHT 2X THIS YEAR IN APRIL; 2017 TELEMETRY SNAKE, LILY"
982091065199656,06-05-2021,20:35,CASEY,NO,NO,RATTLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CAMPGROUND,UNKNOWN,CAMPGROUND IN CANTINA ROCKS,321468,5434731,NA,PAISLEY,26.8,99,87,12,M,NEONATE,NA,NA,20,<5,SE,E,YES,12:30,06-07-2021,NEAR PINE BRIDGE,2,BUTTON,NO,YES,,
982091062751615,06-04-2021,19:20,CASEY,YES,NO,RATTLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CAMPGROUND,UNKNOWN,CAMPGROUND SITE 122,,,NA,BEIGE,65.2,297,84,213,M,ADULT,NA,NA,,,,,YES,12:30,06-07-2021,NEAR PINE BRIDGE,3,"5+B, NO SHED SINCE 2020",NO,NO,,DOUBLE HEMIPENE ON ONE SIDE
982091065198583,06-08-2021,11:13,"CRH, KFM",NO,NO,RATTLE,SUN,10,15.6,14.7,SIGHT,MOVING,TALUS/SHRUB STEPPE,ON GRASS,40M SOUTHEAST OF DEN 4,323106,5435245,NA,PAISLEY,57.2,238,87,151,F,ADULT,GRAVID,2,545,535,SW,SW,NO,11:21,06-08-2021,SAME AS CAPTURE,0,4 BROKEN,NO,NO,,
NA,06-08-2021,14:54,"CRH, KFM",YES,NO,RACER,SUN/CLOUD,80,25.5,32.9,SIGHT,MOVING,GOLF COURSE,ON GRASS,GOLF COURSE BETWEEN 6TH AND 7TH FAIRWAY,322572,5434977,NA,PAISLEY,64.4,180,87,93,F,ADULT,NON GRAVID,NA,140,130,SE,SE,NO,15:00,06-08-2021,SAME AS CAPTURE,0,NA,NO,YES,CALM,SHEDDING; LEFT SCANNER UP THE HILL SO COULDN'T SCAN
982091065199629,06-10-2021,9:50,"CRH, AAW",NO,NO,RACER,SUN,0,19.6,18.6,SIGHT,MOVING,GOLF COURSE,ON GRASS,NORTH EDGE OF 6TH TEE BOX,322330,5434945,NA,PAISLEY,75.5,236,87,149,F,ADULT,NON GRAVID,NA,240,270,W,W,NO,9:59,06-10-2021,SAME AS CAPTURE,0,NA,NO,NO,CALM,
989001006112858,06-10-2021,10:21,"CRH, AAW",YES,YES,RATTLE,SUN,5,19.6,18.6,SIGHT,COILED,GOLF COURSE,IN GRASS,WEST EDGE OF 7TH FAIRWAY,322545,5434777,NA,PAISLEY,74.4,376,87,289,M,ADULT,NA,NA,55,75,E,E,YES,10:24,06-10-2021,15M WEST OF CAPTURE,0,"4 BROKEN, NO SHED SINCE APRIL",NO,NO,,CAUGHT THIS YEAR 04-15-2021 AT DEN 6
0A13654B29,06-10-2021,11:30,"CRH, AAW",YES,NO,RATTLE,SUN,5,25.4,29.3,SIGHT,BASKING,TALUS,IN ROCKS,HERMIONE'S ROOKERY,,,NA,PAISLEY,66.2,334,87,247,F,ADULT,GRAVID,4,210,250,SW,SW,NO,11:35,06-10-2021,SAME AS CAPTURE,0,"9 BROKEN, 1 SHED SINCE 2019",NO,YES,,SHEDDING
982091065199637,06-10-2021,11:30,"CRH, AAW",NO,NO,RATTLE,SUN,5,25.4,29.3,SIGHT,BASKING,TALUS,IN ROCKS,HERMIONE'S ROOKERY,,,NA,PAISLEY,59.4,293,87,206,F,ADULT,GRAVID,4,,,,,NO,11:45,06-10-2021,SAME AS CAPTURE,0,5+B,NO,NO,,STARTING TO SHED
982091065198593,06-10-2021,11:30,"CRH, AAW",NO,NO,RATTLE,SUN,5,25.4,29.3,SIGHT,BASKING,TALUS,IN ROCKS,HERMIONE'S ROOKERY,,,NA,PAISLEY,62.2,319,87,232,F,ADULT,GRAVID,4,,,,,NO,11:55,06-10-2021,SAME AS CAPTURE,0,4 BROKEN,NO,NO,,STARTING TO SHED
4C3C007903,06-10-2021,11:30,"CRH, AAW",YES,NO,RATTLE,SUN,5,25.4,29.3,SIGHT,BASKING,TALUS,IN ROCKS,HERMIONE'S ROOKERY,,,NA,PAISLEY,69.3,396,87,309,F,ADULT,GRAVID,5,,,,,NO,12:02,06-10-2021,SAME AS CAPTURE,0,"11 BROKEN, NO SHED SINCE 2020",NO,NO,,SHEDDING
982091062751651,06-14-2021,11:37,"CRH, AAW",YES,NO,GOPHER,CLOUD,90,22.1,24.5,SIGHT,COILED,GRASSLAND,UNDER ANTELOPE BRUSH,125M SOUTHWEST OF DEN 22 ON SAND PATH,321050,5436152,NA,BEIGE,60.6,138,84,54,M,JUVENILE,NA,NA,430,420,SW,SW,NO,11:43,06-14-2021,SAME AS CAPTURE,0,NA,NO,YES,CALM,
982091065199643,06-14-2021,11:37,"CRH, AAW",NO,NO,RATTLE,CLOUD,90,22.1,24.5,SIGHT,COILED,GRASSLAND,UNDER ANTELOPE BRUSH,125M SOUTHWEST OF DEN 22 ON SAND PATH,321050,5436152,NA,BEIGE,44.6,163,84,79,F,SUB ADULT,NON GRAVID,NA,430,420,SW,SW,NO,11:54,06-14-2021,SAME AS CAPTURE,0,2+B,MOUSE,NO,,
982091065199664,06-14-2021,14:55,"CRH, AAW",NO,NO,RATTLE,SUN/CLOUD,60,24.9,24.6,SIGHT,MOVING,SHRUB STEPPE/TALUS,IN ROCKS,100M WEST OF GINNY'S ROOKERY,322666,5435171,NA,BEIGE,44.2,156,84,72,F,SUB ADULT,NON GRAVID,NA,305,290,S,S,NO,15:11,06-14-2021,SAME AS CAPTURE,0,1+B,NO,YES,,SHEDDING
989001005710899,06-14-2021,15:00,"CRH, AAW",YES,NO,RATTLE,SUN/CLOUD,60,24.9,24.6,SIGHT,BASKING,SHRUB STEPPE/TALUS,IN ROCKS,85M WEST OF GINNY'S ROOKERY,322654,5435178,NA,BEIGE,64.2,284,84,200,F,ADULT,GRAVID,UNKNOWN,305,290,S,S,NO,15:19,06-14-2021,SAME AS CAPTURE,0,"7 BROKEN, 4 SHEDS SINCE 2017",NO,YES,,"COULDN'T COUNT OVA, STARTING TO SHED"
982091065198577,06-16-2021,14:35,"CRH, AAW",NO,NO,RATTLE,SUN/CLOUD,60,26.6,30.4,SIGHT,COILED,SHRUB STEPPE,IN SAGEBRUSH,"HILLSIDE ABOVE DEVELOPMENT (TRAPPING GRID, D3)",322784,5434902,NA,BEIGE,53.8,209,84,125,F,ADULT,NON GRAVID,NA,80,95,SW,SW,NO,14:44,06-16-2021,SAME AS CAPTURE,0,6+B,MOUSE,NO,,
982091065199630,06-16-2021,16:00,"CRH, AAW",NO,NO,RATTLE,SUN/CLOUD,60,26.6,30.4,SIGHT,MOVING,GRASSLAND,IN ANTELOPE BRUSH,BEHIND VILLAGE,321951,5435347,NA,SCALE,41.3,NA,NA,49,M,JUVENILE,NA,NA,425,425,S,S,NO,9:30,06-19-2021,SAME AS CAPTURE,3,1+B,NO,NO,,"KEPT FOR TRANSMITTER - ""RODNEY"" - 151.600; SHEDDING"
